DATE_KEY,LAT_KEY,LON_KEY,SST_Celsius,Frontal_Value,Chlorophyll_mg_m3,Salinity_PSU,Water_Mass_M_WK,SST_source,Frontal_source,Chlorophyll_source,Salinity_source
2010-11-01,47.42,-63.52,7.606702010638299,0.0,0.406645165,,229.86666666666667,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2011-11-10,42.08,-69.92,11.522916399999998,0.0285536536666666,1.6933723666666665,,236.33333333333331,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2007-07-15,31.09,-81.15,29.54388829629629,0.074485019047619,3.394949066666667,,45.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-09-20,30.33,-81.14,27.529721733333336,0.0,3.21260882,,307.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2016-10-31,31.8,-80.83,23.9336664,1.084151928,2.4343777066666665,,44.04,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2007-07-05,44.61,-66.41,9.626666583333334,0.3171262599999999,1.7258251,,226.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-11-30,42.48,-70.22,6.2612497750000005,0.0,2.3006816566666672,,365.1428571428572,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2015-12-15,43.0,-70.22,9.3579998,0.0,0.8135410750000001,,248.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2013-03-31,30.03,-81.16,17.451166433333334,0.8491207313333333,4.113705436666667,,88.23333333333333,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2002-10-09,39.67,-71.58,22.39,0.012353018275862,0.1816135876,,273.77777777777777,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-05-15,40.9,-70.25,10.196666550000002,0.2889063183333333,2.65981685,,160.4,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2010-01-21,41.41,-68.89,3.6,0.2295991128571428,0.6865974,,169.8125,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2009-10-18,42.42,-70.18,11.47809994,0.0315566345454545,3.04265886,,39.36,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2014-01-29,30.56,-81.36,15.75,0.057821296779661,4.4563403133333335,,51.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2005-01-14,42.46,-69.44,7.393000000000001,,,,,MODIS_AQUA_3_day.sst,,,
2004-06-18,41.89,-70.41,14.8025,0.0,0.9351571333333334,,241.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2016-12-28,31.07,-80.99,16.665,0.3186486648148148,1.6748961166666665,,70.37931034482759,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2002-10-05,26.35,-80.06,28.060833,0.0,0.076512217875,,141.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2007-03-17,41.29,-68.99,4.6393748875,0.0686815558834951,0.5209775833333333,,161.408,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2004-03-28,41.59,-69.38,3.095,0.0320538523666666,0.9240214846666668,,417.4,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2002-06-01,47.51,-63.62,,,,,,,,,
2015-12-18,31.03,-81.14,18.31483306666667,0.6054387090909091,5.753355803333335,,247.5,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2013-08-24,42.17,-70.42,18.0894999,0.0,9.75917091,,71.0,VIIRS_NWATL.sst,MODIS_AQUA_3_day.M_WK_G,VIIRS_NWATL.chl_oc3,
2002-03-20,31.56,-81.02,,,,,,,,,
2003-06-01,42.11,-70.52,10.730277574074076,0.0,1.34184545,,248.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2004-12-15,41.98,-70.58,7.474999830434782,0.3116433978947368,3.995795192307692,,57.08695652173913,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
2011-12-09,42.01,-70.34,9.898999742857145,0.2737174028571429,4.626434765714286,,236.0,MODIS_AQUA_3_day.sst,MODIS_AQUA_3_day.M_WK_G,MODIS_AQUA_3_day.chl_oc3,
